URL,TYPE,TITLE,DESCRIPTION,H1,H2,PRIMARY_TOPIC,REGION,SERVICE,INTENT,INDEXABLE,CANONICAL,SITEMAP
/부산매매등기법무사,local,부산 매매등기 법무사｜계약·잔금·소유권이전 절차 안내,"부산 매매등기 법무사를 찾을 때 확인할 매수인·매도인 서류, 잔금일 진행, 취득세·채권·수수료 항목, 대출·근저당 연동을 정리했습니다. 세금은 개별 확인이 필요합니다.","부산 매매등기, 계약부터 잔금·소유권이전까지 확인할 기준",상담 시 확인하는 내용,real-estate,부산,ownership-transfer,cost,true,,true
/부산증여등기,local,부산 증여등기 법무사｜부모·자녀·부부 간 부동산을 이전하기 전 확인할 사항,"부산 부동산 증여등기 전 확인할 계약과 등기의 관계, 준비서류, 취득세·증여세와 법무사 보수의 차이, 권리관계 점검 포인트를 안내합니다. 세금 액수는 세무 확인이 필요합니다.","부산 부동산 증여등기, 계약 전에 확인할 절차와 준비서류",상담 시 확인하는 내용,real-estate,부산,ownership-transfer,cost,true,,true
/부산부모자녀아파트증여등기,local,부산 부모 자녀 아파트 증여등기｜이전 전에 확인할 서류와 세금 구분,"부모가 자녀에게 아파트를 증여할 때 관계 확인 서류, 등기부 권리관계, 취득세·증여세와 법무사 보수의 차이를 안내합니다. 세액은 세무 확인이 필요합니다.","부모 자녀 아파트 증여등기, 이전 전에 확인할 사항",상담 시 확인하는 내용,real-estate,부산,ownership-transfer,informational,true,,true
/부산부부간증여등기,local,부산 부부간 증여등기｜공동명의 변경 전에 살펴볼 서류와 세금,"부부 사이 지분 증여·공동명의 변경 전 확인할 원인, 서류, 취득세·증여세와 법무사 보수 구분을 안내합니다. 세액은 세무 확인이 필요합…","부부 간 증여등기, 공동명의를 바꾸기 전에 확인할 사항",상담 시 확인하는 내용,real-estate,부산,ownership-transfer,informational,true,,true
/부산부담부증여등기,local,부산 부담부증여 등기｜대출과 임대차보증금이 있는 부동산이라면,"근저당·전세보증금이 있는 부동산을 증여할 때 채무·임대차 인수 여부, 등기 권리관계, 세금·비용 구분을 안내합니다. 세액은 세무 확인이 필요합니다.","부담부증여 등기, 대출·전세가 있을 때 먼저 볼 권리관계",상담 시 확인하는 내용,real-estate,부산,ownership-transfer,informational,true,,true
/부산공동명의지분증여등기,local,부산 아파트 지분 증여｜일부 지분만 자녀·배우자에게 이전할 때,"공동명의 부동산의 일부 지분만 증여할 때 확인할 지분 비율, 서류, 권리관계, 세금·비용 구분을 안내합니다. 세액은 세무 확인이 필요합…","공동명의 지분 증여, 일부만 이전할 때 확인할 사항",상담 시 확인하는 내용,real-estate,부산,ownership-transfer,informational,true,,true
/부산명의변경등기,local,부산 명의변경 등기｜실제 등기원인(매매·증여·상속) 먼저 확인,부산 명의변경 등기는 그 자체가 법적 등기원인이 아닙니다. 매매·증여·상속·재산분할·판결 등 실제 원인에 따라 서류·세금이 달라지는 기준을 정리했습니다.,"부산 명의변경 등기, 실제 등기원인부터 정확히 구분하기",상담 시 확인하는 내용,real-estate,부산,ownership-transfer,cost,true,,true
/부산아파트매매등기,local,부산 아파트 매매등기｜집합건물·관리비·전세낀 매매·대출 안내,"부산 아파트 매매등기 진행 전 확인할 집합건물 특성, 관리비 정산, 전세 낀 매매, 잔금 대출·근저당을 정리했습니다. 세금은 개별 확인이 필요합니다.","부산 아파트 매매등기, 집합건물·관리비·대출까지 확인하기",상담 시 확인하는 내용,real-estate,부산,ownership-transfer,cost,true,,true
/부산전세보증금반환법무사,local,부산 전세보증금 반환 법무사｜미반환 상황 점검·등기 안내,"부산에서 전세보증금을 돌려받지 못한 상황에서 확인할 순서, 임차권등기명령과의 관계, 내용증명·지급명령의 위치를 정리했습니다. 소송 대리를 대신하지 않습니다.","부산 전세보증금 반환, 상황 점검과 등기 절차부터 확인",상담 시 확인하는 내용,real-estate,부산,real-estate-registration,commercial,true,,true
/부산임차권등기명령,local,부산 임차권등기명령｜신청 요건·서류·이사 전후 안내,"부산 임차권등기명령의 요건, 필요서류, 신청 기간, 이사(전출) 전후 유의점을 정리한 안내 허브입니다. 비용·서류 페이지와 연계해 확인할 수 있습니다.","부산 임차권등기명령, 요건·서류·이사 시점 정리",,real-estate,부산,real-estate-registration,documents,true,,true
/부산매수인법무사,local,부산 매수인 법무사｜매수인이 직접 선택하는 등기 점검 안내,"부산에서 매수인이 직접 법무사를 선택할 때 확인할 계약·등기부·대출 점검, 잔금일 진행, 공동명의, 근저당 설정을 정리했습니다. 세금은 개별 확인이 필요합니다.","부산 매수인 법무사, 매수인 관점에서 확인할 점검 항목",,real-estate,부산,ownership-transfer,cost,true,,true
/부산경매낙찰등기,local,부산 경매낙찰등기｜대금 납부 후 소유권이전·촉탁·취득세 안내,"부산 경매 낙찰 후 대금 완납, 소유권이전·촉탁등기, 취득세·채권, 낙찰 후 근저당 설정을 정리한 실무 안내. 권리분석 대행이 아닌 낙찰 이후 등기 절차 중심입니다.",부산 경매 낙찰 후 소유권이전·촉탁등기에서 확인할 사항,상담 시 확인하는 내용,real-estate,부산,ownership-transfer,commercial,true,,true
/부산공동명의등기,local,부산 공동명의등기｜부부·가족 공동소유·지분 변경 실무 안내,"부산 공동명의등기: 부부·가족 공동소유, 단독↔공동 전환 시 매매·증여·분할 등 원인, 지분·서류·세금 확인 포인트. 세액은 개별 사정에 따라 달라집니다.",부산 공동명의등기 — 공동소유·명의 전환 전 확인할 사항,상담 시 확인하는 내용,real-estate,부산,ownership-transfer,commercial,true,,true
/부산지분이전등기,local,부산 지분이전등기｜지분 매매·증여·상속 지분 정리 안내,"부산 지분이전등기: 일부 지분 매매·증여, 공유자 연락 곤란, 상속 지분 정리 시 서류·원인·세금 확인 포인트. 전체 소유권이전과 구분해 안내합니다.",부산 지분이전등기 — 일부 지분 이전 전 확인할 사항,상담 시 확인하는 내용,inheritance,부산,ownership-transfer,commercial,true,,true
/부산이혼재산분할등기,local,부산 이혼재산분할등기｜협의·판결 후 명의이전·근저당 정리 안내,"부산 이혼 재산분할등기: 협의서·판결·조정 후 부동산 명의이전, 공동명의 정리, 근저당 말소·승계 확인. 이혼 소송 대행이 아닌 등기 실무 안내입니다.",부산 이혼 재산분할 후 부동산등기에서 확인할 사항,상담 시 확인하는 내용,real-estate,부산,ownership-transfer,commercial,true,,true
/부산입주등기,local,부산 입주등기｜분양·신축 아파트 소유권이전(개인 입주) 안내,"부산 입주등기: 수분양자·매수인 관점의 신축·입주 소유권이전, 보존등기·근저당과의 관계. 단지 단위 집단등기와 구분해 개인 입주 실무를 안내합니다.",부산 입주등기 — 개인 수분양자·매수인 관점에서 확인할 사항,상담 시 확인하는 내용,real-estate,부산,ownership-transfer,commercial,true,,true
/부산셀프등기,local,부산 셀프등기｜직접 신청 vs 법무사 검토 비교·실수 체크,"부산 셀프등기: 직접 신청이 가능한 경우, 법무사 검토가 도움이 되는 경우, 흔한 기재·서류 실수와 보정 포인트. 과장 없이 객관적으로 비교합니다.",부산 셀프등기 — 직접 신청과 검토가 필요할 때 체크리스트,상담 시 확인하는 내용,real-estate,부산,real-estate-registration,documents,true,,true
/부산등기권리증분실,local,부산 등기권리증 분실｜확인서면·매도 시 실무 안내,"부산 등기권리증(등기필증) 분실 시 매도·소유권이전에서 확인서면 등 실무 대응 안내. 분실만으로 소유권이 사라지지 않으며, 서류 대체·일정은 사건별로 확인합니다.",부산 등기권리증 분실 시 매도·이전등기에서 확인할 사항,상담 시 확인하는 내용,real-estate,부산,ownership-transfer,informational,true,,true
/부산빌라매매등기,local,부산 빌라 매매등기｜잔금·소유권이전·서류 확인,"부산 빌라 매매등기: 빌라·다세대주택 매매 후 잔금, 소유권이전, 대출·임대차·관리비 확인사항과 상담 전 준비서류를 안내합니다. 해운대·센텀 다옴법무사사무소에서 전화·카카오톡·방문(예약) 상담이 가능합니다.",부산 빌라 매매등기에서 잔금 전 확인할 등기·서류·비용 항목,상담 시 확인하는 내용,real-estate,부산,ownership-transfer,cost,true,,true
/부산오피스텔매매등기,local,부산 오피스텔 매매등기｜잔금·소유권이전·서류 확인,"부산 오피스텔 매매등기: 오피스텔 매매 후 잔금, 소유권이전, 대출·임대차·관리비 확인사항과 상담 전 준비서류를 안내합니다. 해운대·센텀 다옴법무사사무소에서 전화·카카오톡·방문(예약) 상담이 가능합니다.",부산 오피스텔 매매등기에서 잔금 전 확인할 등기·서류·비용 항목,상담 시 확인하는 내용,real-estate,부산,ownership-transfer,cost,true,,true
/부산상가매매등기,local,부산 상가 매매등기｜잔금·소유권이전·서류 확인,"부산 상가 매매등기: 상가 매매 후 잔금, 소유권이전, 대출·임대차·관리비 확인사항과 상담 전 준비서류를 안내합니다. 해운대·센텀 다옴법무사사무소에서 전화·카카오톡·방문(예약) 상담이 가능합니다.",부산 상가 매매등기에서 잔금 전 확인할 등기·서류·비용 항목,상담 시 확인하는 내용,real-estate,부산,ownership-transfer,cost,true,,true
/부산토지매매등기,local,부산 토지 매매등기｜잔금·소유권이전·서류 확인,"부산 토지 매매등기: 토지 매매 후 잔금, 소유권이전, 대출·임대차·관리비 확인사항과 상담 전 준비서류를 안내합니다. 해운대·센텀 다옴법무사사무소에서 전화·카카오톡·방문(예약) 상담이 가능합니다.",부산 토지 매매등기에서 잔금 전 확인할 등기·서류·비용 항목,상담 시 확인하는 내용,real-estate,부산,ownership-transfer,cost,true,,true
/부산가압류말소등기,local,부산 가압류말소등기｜변제·판결 후 등기부 가압류 정리,부산 가압류말소등기: 변제·합의·판결·채권자 연락 곤란 등 상황별 말소 서류와 매매 전 확인사항을 안내합니다. 해운대·센텀 다옴법무사사무소에서 전화·카카오톡·방문(예약) 상담이 가능합니다.,부산 가압류말소등기에서 먼저 확인할 권리관계와 서류,상담 시 확인하는 내용,real-estate,부산,real-estate-registration,documents,true,,true
/부산압류말소등기,local,부산 압류말소등기｜세금·체납 압류 해제 후 등기 정리,"부산 압류말소등기: 체납·집행 압류 해제 후 등기부 말소, 기관 서류, 매매 전 권리 정리 순서를 안내합니다. 해운대·센텀 다옴법무사사무소에서 전화·카카오톡·방문(예약) 상담이 가능합니다.",부산 압류말소등기에서 기관 해제와 등기부 반영 확인하기,상담 시 확인하는 내용,real-estate,부산,real-estate-registration,documents,true,,true
/부산중도금대출근저당,local,부산 중도금대출 근저당｜대출 실행·근저당 설정 서류와 등기 순서,"부산 중도금대출 근저당: 중도금 대출 실행과 근저당 설정등기, 소유권이전 연동, 은행 서류와 비용 항목을 안내합니다. 해운대·센텀 다옴법무사사무소에서 전화·카카오톡·방문(예약) 상담이 가능합니다.",부산 중도금대출 근저당에서 대출 실행과 근저당 설정을 맞추는 방법,상담 시 확인하는 내용,real-estate,부산,real-estate-registration,cost,true,,true
/부산잔금대출근저당,local,부산 잔금대출 근저당｜대출 실행·근저당 설정 서류와 등기 순서,"부산 잔금대출 근저당: 잔금 대출 실행과 근저당 설정등기, 소유권이전 연동, 은행 서류와 비용 항목을 안내합니다. 해운대·센텀 다옴법무사사무소에서 전화·카카오톡·방문(예약) 상담이 가능합니다.",부산 잔금대출 근저당에서 대출 실행과 근저당 설정을 맞추는 방법,이런 상황이라면 — 잔금·대출·등기 | 은행 대출이 포함된 부동산 잔금을 준비하는 경우 | 상담 시 확인하는 내용,real-estate,부산,real-estate-registration,cost,true,,true
/부산상속후매매등기,local,부산 상속 후 매매등기｜상속등기와 매매 소유권이전 순서,"부산 상속 후 매매등기: 상속받은 집을 바로 매도할 때 상속등기, 협의분할, 매매 소유권이전 순서와 서류를 안내합니다. 해운대·센텀 다옴법무사사무소에서 전화·카카오톡·방문(예약) 상담이 가능합니다.",부산 상속받은 부동산을 매매할 때 등기 순서 확인하기,상담 시 확인하는 내용,inheritance,부산,ownership-transfer,commercial,true,,true
/부산확정일자전세권비교,local,부산 확정일자·전세권 비교｜전입신고·전세권설정·임차권 차이,"부산 확정일자와 전세권설정 차이, 전입신고·임차권등기명령과의 관계를 전세보증금 보호 관점에서 안내합니다. 해운대·센텀 다옴법무사사무소에서 전화·카카오톡·방문(예약) 상담이 가능합니다.","부산 확정일자와 전세권설정, 내 상황에 맞게 비교하기",상담 시 확인하는 내용,real-estate,부산,real-estate-registration,selection,true,,true
/부산외국인부동산등기,local,부산 외국인 부동산등기｜매매·위임장·취득신고 서류 안내,"부산 외국인 부동산등기: 외국인 매수·매도, 외국인등록번호, 위임장·아포스티유, 취득신고 등 별도 확인사항을 안내합니다. 해운대·센텀 다옴법무사사무소에서 전화·카카오톡·방문(예약) 상담이 가능합니다.",부산 외국인 부동산등기에서 확인할 신분·위임·신고 서류,상담 시 확인하는 내용,real-estate,부산,real-estate-registration,documents,true,,true
/부산등기명의인표시변경,local,부산 등기명의인 표시변경｜주소·성명·법인명 변경등기,부산 등기명의인 표시변경: 소유자는 그대로이고 주소·성명·법인 상호·본점 등 표시가 바뀐 경우의 부동산등기 안내입니다. 해운대·센텀 다옴법무사사무소에서 전화·카카오톡·방문(예약) 상담이 가능합니다.,부산 등기명의인 표시변경과 명의변경의 차이,상담 시 확인하는 내용,corporate,부산,real-estate-registration,informational,true,,true
/부산공매낙찰등기,local,부산 공매낙찰등기｜온비드·캠코 낙찰 후 소유권이전,"부산 공매 낙찰등기: 온비드·캠코 등 공매 낙찰 후 대금 납부, 소유권이전, 취득세·채권, 담보 설정 절차를 안내합니다. 해운대·센텀 다옴법무사사무소에서 전화·카카오톡·방문(예약) 상담이 가능합니다.",부산 공매 낙찰 후 소유권이전등기에서 확인할 사항,상담 시 확인하는 내용,real-estate,부산,ownership-transfer,commercial,true,,true
/부산신탁등기,local,부산 신탁등기｜신탁원부·담보신탁·신탁부동산 매매 안내,"부산 신탁등기: 신탁원부 확인, 담보신탁·관리신탁, 신탁부동산 매매와 말소·이전등기에서 확인할 서류와 주의사항. 해운대·센텀 다옴법무사사무소에서 전화·카카오톡·방문(예약) 상담이 가능합니다.",부산 신탁등기와 신탁부동산 거래 전 확인할 사항,상담 시 확인하는 내용,real-estate,부산,real-estate-registration,informational,true,,true
/부모님사망후해야할일,local,부모님 사망 후 해야 할 일｜장례가 끝난 뒤 재산과 채무를 확인하는 순서,"장례 직후 무엇을 먼저 해야 할지, 사망신고·재산·채무 확인·상속 선택까지 시간 순서로 안내합니다. 업무명을 몰라도 사망일과 가족관계부터 문의할 수 있습니다.","부모님 사망 후 해야 할 일, 장례가 끝난 뒤부터 정리하기",상담 시 확인하는 내용,inheritance,,inheritance-registration,informational,true,,true
/장례후재산채무정리,local,장례 후 재산·채무 정리 순서｜예금·부동산·빚을 어디서부터 확인할까,장례가 끝난 뒤 예금·부동산·보험·채무를 어떤 순서로 확인할지 안내합니다. 안심상속 결과와 별도 확인이 필요한 자료를 구분해 설명합니다. 해운대·센텀 다옴법무사사무소에서 전화·카카오톡·방문(예약) 상담이 가능합니다.,"장례 후 재산과 채무, 어디서부터 정리할까요",상담 시 확인하는 내용,local,,inheritance-registration,informational,true,,true
/사망신고와상속등기차이,local,사망신고 후 상속등기는 자동으로 될까｜부동산 명의를 정리하는 방법,"사망신고는 행정기관 절차이고 상속등기는 부동산 명의이전 절차입니다. 누가 무엇을 처리하는지, 상속포기·한정승인과 어떻게 연결되는지 구분…","사망신고와 상속등기, 무엇이 다른가요",상담 시 확인하는 내용,inheritance,,inheritance-registration,informational,true,,true
/안심상속원스톱서비스이후,local,안심상속 원스톱서비스 신청 후｜결과를 받기 전에 해야 할 일,"안심상속 원스톱서비스 신청 후 결과를 기다리는 동안 확인할 기한, 누락될 수 있는 재산·채무, 상속포기·한정승인·등기와의 연결을 안내합…","안심상속 원스톱서비스 신청 후, 결과 전에 확인할 일",상담 시 확인하는 내용,inheritance,,qualified-acceptance,commercial,true,,true
/사망자재산채무조회,local,사망자 재산·채무 조회｜예금·부동산·보험·빚을 확인하는 방법,사망자 금융·부동산·보험·채무 조회 범위와 별도 확인이 필요한 자료를 안내합니다. 조회 결과를 상속포기·한정승인·등기와 연결하는 방법을 설명합니다.,"사망자 재산과 채무, 어떻게 확인할까요",상담 시 확인하는 내용,local,,inheritance-registration,informational,true,,true
/부모빚상속방법,local,부모님 빚을 뒤늦게 알았다면｜상속포기와 한정승인 전 확인사항,"재산보다 빚이 많거나 채무가 불명확할 때 상속포기·한정승인을 검토하는 기준과 기한, 상담 전 확인할 자료를 안내합니다. 해운대·센텀 다옴법무사사무소에서 전화·카카오톡·방문(예약) 상담이 가능합니다.","부모 빚이 있을 때, 상속·포기·한정승인 중 무엇부터",상담 시 확인하는 내용,inheritance,,qualified-acceptance,informational,true,,true
/방문없이준비하는상속등기,local,법무사 사무소에 방문하기 어렵다면｜상속등기를 서류로 준비하는 순서,전화·카카오톡으로 상속등기 절차와 서류를 먼저 확인하는 방법을 안내합니다. 공동상속인 분산·타지역 부동산·해외 상속인·포기·한정은 각각 전용 안내로 연결합니다.,방문 없이 상속등기를 준비할 때 확인하는 순서,상담 시 확인하는 내용,inheritance,,inheritance-registration,documents,true,,true
/상속상담전준비서류와비용,local,부산 상속 법무사 상담 전｜사망일·가족관계·재산자료를 준비하는 방법,상속 상담 전 준비하면 좋은 자료와 비용 구성(보수·세금·공과금)을 안내합니다. 업무명을 몰라도 사망일·가족관계부터 문의할 수 있습니다. 해운대·센텀 다옴법무사사무소에서 전화·카카오톡·방문(예약) 상담이 가능합니다.,"상속 상담 전, 사망일과 가족관계부터 준비하기",상담 시 확인하는 내용,inheritance,부산,inheritance-registration,consult,true,,true
/오래된상속토지정리,local,할아버지 명의 토지가 남아 있다면｜여러 세대가 지난 상속등기 절차,오래전 사망한 조상 명의 토지·주택을 정리할 때 제적등본·상속인 확인·연속상속 순서를 안내합니다. 등기권리증이 없어도 확인 순서부터 살펴볼 수 있습니다.,"오래된 상속토지, 여러 세대가 지났을 때 확인 순서",상담 시 확인하는 내용,inheritance,,inheritance-registration,informational,true,,true
/연락두절상속인,local,연락되지 않는 상속인이 있다면｜상속등기·포기를 진행하기 전 확인사항,상속인 중 연락이 닿지 않을 때 협의·서류·다음 절차를 어떻게 보는지 안내합니다. 공유자 연락두절 멸실등기와는 다른 상속인 문제에 초점을 둡니다.,연락두절 상속인이 있을 때 먼저 확인할 사항,상담 시 확인하는 내용,inheritance,,inheritance-registration,informational,true,,true
/미성년상속인,local,미성년 상속인이 있는 상속｜법정대리와 준비서류를 확인하세요,미성년 자녀·손자녀가 상속인일 때 법정대리·서류·이해상반 여부를 확인하는 순서를 안내합니다. 세무·후견은 별도 검토가 필요할 수 있습니…,미성년 상속인이 있을 때 확인하는 서류와 절차,상담 시 확인하는 내용,inheritance,,inheritance-registration,documents,true,,true
/재혼가정상속,local,재혼한 부모님의 상속관계｜전혼 자녀와 현재 배우자를 함께 확인할 때,재혼·전혼 자녀·현재 배우자가 있는 상속에서 상속인 범위와 서류·등기 연결을 안내합니다. 단순 상속순위 설명이 아니라 실무 확인 포인트를 정리합니다.,"재혼가정 상속, 전혼 자녀와 현재 배우자를 함께 볼 때",상담 시 확인하는 내용,inheritance,,inheritance-registration,informational,true,,true
/고인계좌장례비사용,local,사망자 계좌에서 장례비를 사용했다면｜상속절차에 미치는 영향,고인 예금으로 장례비를 냈거나 인출한 경우 상속포기·한정승인 검토에 어떤 확인이 필요한지 안내합니다. 개별 사정에 따라 달라질 수 있음을 명시합니다.,고인 계좌에서 장례비를 썼다면 무엇을 확인할까요,상담 시 확인하는 내용,inheritance,,qualified-acceptance,informational,true,,true
/사망후3개월지난상속,local,상속재산보다 채무가 많다면｜3개월 안에 확인할 선택지와 기한 경과 시,"상속 개시 인지 후 3개월 기한과, 기한이 지났거나 빚을 뒤늦게 알게 된 경우 확인할 점을 안내합니다. 특별한정승인 여부는 사실관계에 따릅니다.","사망 후 3개월, 기한 안과 기한 후에 확인할 선택",상담 시 확인하는 내용,inheritance,,qualified-acceptance,informational,true,,true
/해외거주상속인,local,해외 거주 상속인이 있는 상속등기｜서명·위임서류를 준비하는 순서,해외 거주·외국 국적 상속인이 있을 때 위임·서명증명·서류 전달 순서를 안내합니다. 완전 비대면 보장이 아니라 해외서류 요구를 명시합니…,해외 거주 상속인이 있을 때 서류와 진행 순서,상담 시 확인하는 내용,inheritance,,inheritance-registration,documents,true,,true
/임대인사망전세계약,local,임대인이 사망한 전세계약｜보증금과 상속인 확인방법,임대인 사망 후 전세보증금·계약 승계·상속인 확인이 필요한 이유를 안내합니다. 임차권등기·보증금 반환과 상속 절차를 구분해 설명합니다. 해운대·센텀 다옴법무사사무소에서 전화·카카오톡·방문(예약) 상담이 가능합니다.,"임대인이 사망했다면, 전세보증금은 누구에게 확인하나요",상담 시 확인하는 내용,inheritance,,inheritance-registration,informational,true,,true
/경상도비대면상속등기,local,"경상도 비대면 상속등기｜경남·울산·경북 부동산, 방문 없이 준비하는 방법",경남·울산·경북 등 경상도 지역 상속부동산을 방문 없이 준비하는 방법을 안내합니다. 통영·거제·울주 등 원거리 지역의 원본서류·추가 절차도 함께 설명합니다.,"경상도 상속등기, 방문 없이 준비하는 방법과 한계",상담 시 확인하는 내용,inheritance,,inheritance-registration,documents,true,,true
/타지역상속인경상도부동산,local,"상속인은 부산·수도권에, 부동산은 경남·울산·경북에 있다면",피상속인이나 부동산은 경남·울산·경북에 있고 상속인은 부산·수도권·해외에 있는 경우 확인할 순서를 안내합니다. 협의분할·위임·원본서류 절차를 구분해 설명합니다.,"상속인은 다른 지역에, 부동산은 경상도에 있을 때",상담 시 확인하는 내용,inheritance,부산,inheritance-registration,informational,true,,true
/방문없이준비하는법무사업무,local,방문 없이 준비할 수 있는 법무사 업무｜상속·등기·법인 절차 안내,사무소 방문이 어려운 경우 전화·서류로 먼저 확인할 수 있는 상속·등기·법인 업무 범위와 원본·본인확인이 필요한 한계를 안내합니다. 완전 비대면·전국 무조건 가능이라고 단정하지 않습니다.,"법무사 사무소에 방문하기 어렵다면, 서류와 전화로 먼저 확인할 수 있는 업무",상담 시 확인하는 내용,local,,inheritance-registration,documents,true,,true
/상속인이여러지역에있는경우,local,상속인이 전국에 흩어져 있다면｜한곳에 모이지 않고 상속등기를 준비하는 방법,공동상속인이 서울·부산·대구·해외처럼 흩어져 있을 때 대표 연락·서류 수집·협의분할 서명 순서를 안내합니다. 부동산이 여러 곳인 경우와는 쟁점을 구분합니다.,"상속인이 전국에 흩어져 있다면, 한곳에 모이지 않고 준비하는 순서",상담 시 확인하는 내용,inheritance,,inheritance-registration,documents,true,,true
/부동산과거주지가다른상속등기,local,부동산과 거주지가 다른 경우｜타지역 상속등기를 맡기기 전 확인할 사항,상속인은 A시에 살고 부동산은 B시에 있을 때 관할·서류·방문 필요 여부를 안내합니다. 여러 지역 부동산 일괄 정리·경상도 특화 안내와 의도를 구분합니다.,부동산과 거주지가 달라도 상속등기를 진행할 수 있을까,상담 시 확인하는 내용,inheritance,,inheritance-registration,informational,true,,true
/방문없이준비하는상속포기한정승인,local,상속포기 기한이 얼마 남지 않았다면｜타지역에서도 먼저 준비할 사항,방문 없이 상속포기·한정승인 서류를 준비하는 순서와 가정법원 관할·원본 제출·기한 확인 방법을 안내합니다. 온라인으로 모든 법원 신청이 끝난다고 단정하지 않습니다.,방문 없이 상속포기·한정승인을 준비할 때 먼저 확인할 사항,상담 시 확인하는 내용,inheritance,,qualified-acceptance,documents,true,,true
/사진전자파일우편으로서류전달,local,등기서류를 사진·우편으로 보내는 방법｜원본이 필요한 단계까지,"법무사에게 서류 사진을 먼저 보내도 되는지, 전자파일과 우편 원본의 역할, 개인정보를 최소한으로 전달하는 방법을 안내합니다. 해운대·센텀 다옴법무사사무소에서 전화·카카오톡·방문(예약) 상담이 가능합니다.","사진으로 먼저 확인하고, 원본은 단계에서 전달하는 방법",상담 시 확인하는 내용,real-estate,,inheritance-registration,documents,true,,true
/법무사비용먼저확인하는방법,local,법무사 비용을 먼저 확인하려면｜업무별로 준비할 기본 정보,상속·법인·부동산·민사 신청별로 비용 안내에 필요한 정보가 다른 이유를 안내합니다. 정액·최저가·즉시 확정을 약속하지 않으며 보수와 공과금을 구분합니다.,"법무사 비용을 먼저 확인하려면, 업무별로 남겨 주시면 좋은 정보",상담 시 확인하는 내용,local,,inheritance-registration,cost,true,,true
/방문없이준비하는법인설립,local,공동창업자가 서로 다른 지역에 있다면｜법인설립 서류를 준비하는 순서,대표·발기인이 타지역에 있어도 정관·자본금·임원 개요로 법인설립등기 준비서류를 먼저 확인하는 방법을 안내합니다. 사업자등록 온라인 신청과 법인등기를 구분합니다.,방문 없이 법인설립을 준비할 때 먼저 확인할 사항,상담 시 확인하는 내용,corporate,,company-establishment,documents,true,,true
/방문없이준비하는임원변경,local,법인 임원들이 서로 다른 지역에 있다면｜변경등기 서류를 준비하는 순서,"등기부와 정관으로 임원변경·대표이사 임기만료 범위를 먼저 확인하고, 결의·취임·인감 서류를 원격으로 준비하는 방법을 안내합니다. 해운대·센텀 다옴법무사사무소에서 전화·카카오톡·방문(예약) 상담이 가능합니다.",방문 없이 임원변경등기를 준비할 때 확인하는 순서,상담 시 확인하는 내용,corporate,,director-change,documents,true,,true
/해외대표이사주주법인등기,local,대표이사가 해외에 있는 법인등기｜서명·위임서류 확인사항,해외 체류 대표이사·주주가 있는 설립·임원변경·본점이전에서 서명·공증·번역·위임 준비 순서를 안내합니다. 해외 상속인·외국인 부동산등기와 의도를 구분합니다.,해외 거주 대표이사·주주가 있을 때 법인등기 서류 준비,상담 시 확인하는 내용,corporate,,director-change,documents,true,,true
/부모자녀다른지역증여등기,local,부모와 자녀가 다른 지역에 사는 증여｜방문 전 준비할 서류,증여자·수증자·부동산 소재지가 서로 다를 때 서류·인감·비용 확인 순서를 안내합니다. 부모자녀 아파트 관계 안내·전국 증여 동의어 페이지와 구분합니다.,부모와 자녀가 다른 지역에 살아도 증여등기를 준비할 수 있을까,상담 시 확인하는 내용,corporate,,ownership-transfer,documents,true,,true
/방문없이준비하는근저당말소,local,대출을 갚은 뒤 근저당권 말소｜은행서류를 받은 다음 절차,은행에서 받은 말소서류 목록과 부동산 주소로 추가 필요 자료를 원격 확인하는 방법을 안내합니다. 부산 근저당말소등기 절차 허브와 역할을 구분합니다.,"대출 상환 후 근저당권 말소, 은행서류를 받은 다음 준비",상담 시 확인하는 내용,real-estate,,real-estate-registration,documents,true,,true
/이사후임차권등기명령준비,local,임차권등기명령을 타지역에서 준비한다면｜이사 전후 확인할 자료,이미 이사했거나 타지역에 있는 전세집에서 임차권등기명령을 검토할 때 계약서·전입·확정일자·반환요청 자료를 원격으로 정리하는 방법을 안내…,이사 후·타지역에서도 임차권등기명령 자료를 먼저 정리하는 방법,상담 시 확인하는 내용,real-estate,,real-estate-registration,documents,true,,true
/방문없이준비하는지급명령서류,local,지급명령을 방문 없이 준비하려면｜계약서와 입금내역 정리방법,계약서·계좌이체·메시지 등 현재 가진 자료로 지급명령 서류 범위를 원격 검토하는 방법을 안내합니다. 관할 법원 허브·소송 대리와 역할을 구분합니다.,지급명령 서류를 방문 없이 준비할 때 정리할 자료,상담 시 확인하는 내용,civil-debt,,real-estate-registration,documents,true,,true
/사업자폐업후법인정리,local,사업자는 폐업했는데 법인이 남아 있다면｜해산·청산과 휴면 계속을 나누는 방법,"세무서 폐업만 하고 법인등기가 남은 경우, 해산·청산과 휴면법인 계속등기 중 무엇을 먼저 볼지 원격으로 확인하는 순서를 안내합니다. 부산 해산 절차 허브와 역할을 구분합니다.","사업자는 폐업했는데 법인이 남아 있다면, 무엇을 먼저 확인할까",상담 시 확인하는 내용,corporate,,corporate-registration,documents,true,,true
